Nome Oficial;Nome Fantasia
Ofício do Judicial e Anexos;Cartório do Judicial e Anexos da Comarca de Nhamundá
Ofício do Judicial e Anexos;
Ofício do Judicial e Anexos;Cartório do Judicial e Anexos da Comarca de Novo Airão 
Ofício do Judicial e Anexos;Cartório do Judicial e Anexos da Comarca de Novo Aripuanã
1º Ofício do Judicial e Anexos;Cartório do Judicial e Anexos do 1º Ofício da Comarca de Parintins
2º Ofício do Judicial e Anexos;Cartório do Judicial e Anexos do 2º Ofício da Comarca de Parintins
3º Ofício do Judicial e Anexos;Cartório Leite
Ofício do Judicial e Anexos;Cartório Desdor João Meireles
Ofício do Judicial e Anexos;Cartório do Judicial e Anexos
Ofício do Judicial e Anexos;Cartório Pascoal
Ofício do Judicial e Anexos;
Ofício do Judicial e Anexos;
Ofício do Judicial e Anexos;
Ofício do Judicial e Anexos;Cartório do Judicial da Comarca de São Paulo de Olivença
Ofício do Judicial e Anexos;Cartório Bosco
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório de Registro Civil de Letras, Certidões e Notas
1º Ofício do Judicial e Anexos;Cartório da 1ª Vara da Comarca de Tabatinga
2º Ofício;Cartório do Segundo Ofício da Comarca de Tabatinga
Ofício do Judicial e Anexos;Cartório Pisani
1º Ofício do Judicial e Anexos;Cartório do Judicial e Anexos da Comarca da 1ª Vara de Tefé
2º Ofício do Judicial e Anexos;Cartório do Judicial e Anexos da Comarca da 2ª Vara de Tefé
Ofício do Judicial e Anexos;Cartório Magalhães
Ofício do Judicial e Anexos;Cartório do Judicial e Anexos da Comarca de Urucurituba
Ofício do Judicial e Anexos;Cartório de Itamarati
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório de Registros Públicos e Notas  Maria Izabel
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório Nascimento
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;
Ofício de Registro Civil Das Pessoas Naturais e Anexos;
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório Exrajudicial
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório Socorro Oliveira
Ofício de Registro Civil Das Pessoas Naturais e Anexos;
Ofício de Registro Civil Das Pessoas Naturais e Anexos;"Cartório Jucá"
Ofício de Registro de Imóveis;"Registro de Imóveis Eloy Nunes"
Ofício de Registro Civil Das Pessoas Naturais e 2º Tabelionato de Notas;Cartório Cristiane Passos
Ofício Único - Bailique;Sucursal do Cartório Jucá no Bailique 
Ofício de Registro Civil Das Pessoas Naturais  e Anexos;Cartório Kátia Almeida de Souza
Ofício de Registro Civil Das Pessoas Naturais e  Anexos;Cartório Ismael de Oliveira
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório Alves
Ofício de Registro Civil Das Pessoas Naturais;"Cartório Murici Teixeira "
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório Oliveira
Ofício de Registro Civil e Anexos;Cartório Maciel
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório Camargo
Ofício de Registro Civil Das Pessoas Naturais e Anexos;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Registro Civil com Funções Notariais 
Ofício de Registro Civil e Tabelionato de Notas -  Catolés;Cartório do Registro Civil das Pessoas Naturais
Ofício de Registro Civil Das Pessoas Naturais;
Tabelionato de Notas e de Protesto de Títulos;
Ofício de Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício do Registro Civil e Tabelionato de Notas - Ibó;Cartório do Registro  Civil das Pessoas Naturais 
Ofício de Registro Civil Das Pessoas Naturais;
Tabelionato de Notas e Protesto de Títulos;Tabelionato de Notas Com Função de Protesto
Ofício de Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício de Registro Civil e Tabelionato de Notas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;
Ofício de Registro Civil e Tabelionato de Notas - Pataíba;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Registro Civil com Funções Notariais de Aiquara
1º Ofício de Registro Civil Das Pessoas Naturais;
2º Ofício de Registro Civil Da Pessoas Naturais;
1º Tabelionato de Notas;Alagoinhas Cartório de Notas
2º Tabelionato de Notas;Tabelionato do 2º Ofício
1º Ofício de Registro de Imóveis;
 2º Ofício de Registro de Imóveis;Cartório do Registro de Imóveis do 2º Ofício
Ofício de Registro de Títulos e Documentos e Pessoas Jurídicas;Reg. de Títulos, Doc. e Civil das Pessoas Júridicas
Tabelionato de Protesto de Títulos;Tabelionato de Protesto de Títulos, Letras e Documentos
Ofício de Registro Civil e Tabelionato de Notas - Riacho Da Guia;Registro Civil de Riacho da Guia
Ofício de Registro Civil Das Pessoas Naturais;
1º Tabelionato de Notas e Protestos;Tabelionato 1º Ofício de Notas e Protestos
Ofício de Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício de Registro Civil e Tabelionato de Notas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório de Registro com Funções Notariais
Ofício de Registro Civil Das Pessoas Naturais;
Tabelionato de Notas e de Protesto de Títulos;Cartório Marlene Lessa
Ofício de Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Corta Mão;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Diógenes Sampaio;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Itachama;
Ofício de Registro Civil Das Pessoas Naturais;
Tabelionato de Notas e Protesto de Títulos;
Ofício de Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício de Registro Civil Das Pessoas Naturais - Inhatá;Cartório de Registro Civil - Distrito de Inhatá
Ofício do Registro Civil Das Pessoas Naturais - Mata Da Aliança;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;
Ofício de Registro Civil e Tabelionato de Notas - Prevenido;Cartório de Registro Civil das Pessoas Naturais
Ofício de Registro Civil e Tabelionato de Notas - Soares;
Ofício do Registro de Imóveis;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório do Registro Civil com Funções Notariais
Ofício de Registro Civil Das Pessoas Naturais;Cartório de Registro Civil das Pessoas Naturais de Anagé
Tabelionato de Notas;
Ofício do Registro de Imóveis, Títulos e Documentos e Pessoas Juídicas;
Ofício de Registro Civil Das Pessoas Naturais;
Tabelionato de Notas e Protesto de Títulos;
Ofício do Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício do Registro Civil e Tabelionato de Notas - Igatu;Cartório de Iguatu
Ofício do Registro Civil e Tabelionato de Notas - Ubiraitá;
Ofício do Registro Civil e Tabelionato de Notas;
Ofício de Registro Civil Das Pessoas Naturais;
Tabelionato de Notas e Protesto de Títulos;Tabelionato de Notas
Ofício do Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício do Registro Civil e Tabelionato de Notas;
Ofício de Registro Civil Das Pessoas Naturais;
Tabelionato de Notas e Protesto de Títulos;
Ofício de Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício do Registro Civil e Tabelionato de Notas;Cartório do Registro Civil de Antônio Cardoso
Ofício de Registro Civil Das Pessoas Naturais;Registro Civil de Aporá
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Itamira;Cartório do Registro Civil e Tabelionato de Notas de Itamira
Ofício do Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Tabelionato de Notas e Protesto de Títulos;
Ofício do Registro Civil e Tabelionato de Notas;Cartório de Registro Civil com Funções Notoriais
Ofício de Registro Civil e Tabelionato de Notas;
Ofício de Registro Civil e Tabelionato de Notas;Cartório de Araças.
Ofício do Registro Civil Das Pessoas Naturais;Cartório Registro Civil das Pessoas Naturais
Ofício do Registro de Imóveis, Títulos e Documentos e Pessoas Juridicas;
Tabelionato de Notas e  Protesto de Títulos;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cart. do Reg. Civil das Pess. Naturais com Funcões Notariais
Ofício do Registro Civil Das Pessoas Naturais e Tabelionato de Notas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Registro Civil com Funções Notariais 
Ofício de Registro Civil Das Pessoas Naturais;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Laje do Banco;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Poço Central;
Tabelionato de Notas e Protesto de Títulos;Tabelionato de Aurelino Leal
Ofício de Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício de Registro Civil Das Pessoas Naturais;
1º Tabelionato de Notas e Protesto de Títulos;
Ofício do Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício de Registro Civil e Tabelionato de Notas - Várzeas;Cartório de Registro Civil com Funções Notariais do Distrito de Várzeas 
Tabelionato de Notas e Protesto de Títulos;Tabelionato de Notas
Ofício do Registro de Imóveis, Títulos e Documentos e Pesssoas Jurídicas;
Ofício de Registro Civil Das Pessoas Naturais;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório de Registro Civil
Ofício de Registro Civil Das Pessoas Naturais;
Tabelionato de Notas e de Protesto de Títulos;
Ofício do Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Igarité;Cartório do Registro Civil das Pessoas Naturais de Igarité 
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Ibiraba;
Ofício de Registro Civil Das Pessoas Naturais;
Tabelionato de Notas e Protestos de Títulos;
Ofício do Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício do Registro Civil e Tabelionato de Notas - Triunfo do Sincora;
Ofício do Registro Civil Das Pessoas Naturais;
Tabelionato de Notas e Protesto de Títulos;
Ofício do Registro  de Imóveis, Títulos e Documentos;
Ofício de Registro Civil Das Pessoas Naturais;Barra do Mendes Cartório de Registro Civil
Tabelionato de Notas e Protesto de Títulos;
Ofício do Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Minas do Espírito Santo;Registro Civil com Funções Notariais do Distrito de Minas do Espírito Santo 
Ofício do Registro Civil e Tabelionato de Notas;
1° Ofício de Registro Civil Das Pessoas Naturais;
2° Ofício de Registro Civil Das Pessoas Naturais;
1º Tabelionato de Notas;1º Tabelionato de Notas 
2º Tabelionato de Notas;Tabelionato de Notas 2º Ofício
1º Ofício de Registro de Imóveis;Cartório de Registro de Imóveis e Hipotecas do 1º Ofício
2º Ofício de Registro de Imóveis;Cartório de Registro de Imóveis e Hipotecas do 2º Ofício
Ofício de Registro de Títulos e Documentos e Pessoas Jurídicas;Cartório de Títulos e Documentos
Tabelionato de Protesto de Títulos;Cartório de Protesto de Títulos
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Registro Civil com Funções Notariais
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Lagoa do Boi;Registro Civil das Pessoas Naturais de Lagoa do Boi
Ofício de Registro Civil Das Pessoas Naturais - Gov. Lomanto Júnior;Cartório do Registro Civil das Pessoas Naturais
Tabelionato de Notas e Protesto de Títulos - Gov. Lomanto Júnior;Cartório Tabelionato de Notas
Ofício do Registro de Imóveis , Títulos e Documentos e Pessoas Jurídicas;
Ofício de Registro Civil Das Pessoas Naturais;
1º Tabelionato de Notas e Protesto de Títulos;
Ofício do Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Boca do Córrego;Cartório do Registro Civil com Funções Notariais
Ofício do Registro Civil e Tabelionato de Notas - Mogiquiçaba;Cartório do Registro Civil 
Ofício de Registro Civil Das Pessoas Naturais;
Tabelionato de Notas e Protesto de Títulos;
Ofício do Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Registro Civil com Funções Notariais 
Ofício de Registro Civil Das Pessoas Naturais;Registro Civil das Pessoas Naturais
Tabelionato de Notas e Protesto de Títulos;
Ofício do Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício de Registro Civil Das Pessoas Naturais;Registro Civil das Pessoas Naturais
Tabelionato de Notas e Protesto de Títulos;Tabelionato de Notas
Ofício do Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;Registro de Imóveis
Ofício de Registro de Títulos e Documentos;
Ofício de Registro Civil Das Pessoas Naturais;Cartório do Registro Civil de Bom Jesus da Lapa
Tabelionato de Notas e Protesto de Títulos;Cartório do Tabelionato Nadir Pimenta
Ofício de Registro de Imóveis, Títulos e Documentos e Civil de Pessoas Jurídicas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Registro Civil com Funções Notariais
Ofício do Registro Civil e Tabelionato de Notas;
Ofício do Registro Civil e Tabelionato de Notas - Nova Colina;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Bucuituba;Cartório Civil Com Funções Notoriais
Tabelionato de Notas e Protesto de Títulos;
Ofício de Registro Civil Das Pessoas Naturais;
Ofício do Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício de Registro Civil Das Pessoas Naturais;
Tabelionato de Notas e Protesto de Títulos;
Ofício do Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício de Registro Civil Das Pessoas Naturais;
Tabelionato de Notas e Protesto de Títulos;
Ofício do Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;Cartório do Registro de Imóveis e Hipotecas
Ofício de Registro Civil e Tabelionato de Notas;
Ofício de Registro Civil Das Pessoas Naturais;Registro Civil
Tabelionato de Notas e Protesto de Títulos;
Ofício do Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Ouricuri do Ouro;Cartório de Registro Civil e Notas de Ouricuri do Ouro
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Saudável;
Ofício de Registro Civil Das Pessoas Naturais;
Tabelionato de Notas, Protesto e Registro de Contratos Marítimos;Cartório de Notas Com Funções de Protesto
Tabelionato de Protesto e Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;Cartório de Registro de Imóveis e Hipotecas
Ofício de Registro Civil e Tabelionato de Notas - Cristalândia;Cartório do Registro Civil de Cristalândia
Ofício de Registro Civil e Tabelionato de Notas - Itaquaraí;
Ofício do Registro Civil e Tabelionato de Notas - Ubiraçaba;
Ofício de Registro Civil Das Pessoas Naturais;Cartório do Registro Civil
Ofício do Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Tabelionato de Notas e Protesto de Títulos;Tabelionato de Notas Com Função de Protesto
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório de Registro Civil das Pessoas Naturais
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Registro Civil com Funções Notariais - Caatiba
Ofício de Registro Civil e Tabelionato de Notas;Cartório do Registro Civil de Cabaceiras do Paraguaçu
Ofício de Registro Civil e Tabelionato de Notas - Geolândia;
Ofício de Registro Civil Das Pessoas Naturais;
Tabelionato de Notas e Protestos de Títulos;
Ofício do Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Belém Da Cachoeira;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Santiago do Iguape;Registro Civil com Funções Notariais - Santiago do Iguape 
Ofício de Registro Civil Das Pessoas Naturais;
Tabelionato de Notas e Protesto de Títulos;
Ofício do Registro de Imóveis, Títulos e Documentos e Pessoas Jurídicas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório do Registro Civil
