
Logradouro;Bairro
Estrada Do Aeroporto N 1.123 Sl 05. Cidade Alta;Porto Seguro
Rua Projetadas Da João Barati, S/N;Nepomuceno
Rua Pará, 350;Água Verde
Q 20, SNº .Lote 387;Presidente Kennedy
Praça Natividade Saldanha, 19;Benfica
Q Qnl 06/08 Bloco A Sala 207;Taguatinga Norte
St Sia Sul, Trecho 03, Lotes 625 A 695 Sala 130 B Edif. Sia Cent Empresarial;Zona Industrial
Rua Coronel Madureira, Nº 40, Loja 13;Saquarema
Av João Da Escóssia, 340 - Sala 12;Doze Anos
R C 158 Sn Quadra 267 Lt 15 Sala 02;Jardim América
Rua Eduardo Bezerra, 1352;São João do Tauape
Av Madre Benvenuta, 1332;Santa Mônica
Av Duque De Caxias,  - Centro;Penedo
Rua Moreira Sales, 480;Sítio Cercado
Qd 3 Conj A Lote 18;Paranoá
Av. Das Américas, 700 / B1 / Sl118, 119, 120 E 121;BARRA DA TIJUCA
Rua 7 De Setembro, 1338;São Miguel do Guamá
Rua Eladio Ramos , N° 99;Boa Viagem
Sga/Sul Qd. 915 Conj. H Parte 01 º Andar Ed.      ;Asa Sul
Avenida Getulio Vargas 2074;Tubalina
R Cinthia Giufrida, N°: 418 - Casa;Canto do Forte
Rua Joaquim Silva, Nº 11, Sala 308;Centro
Rua Antenor Navarro, Nº81- Sl.101;Parnamirim
Rua Comendador Luis Ribeiro, Nº 665 - Letra A;Álvaro Wayne
Rua Henrique Da Silva Dantas Nº550 Qd. Area Lt. 20 Fazenda Retiro;Jardim Guanabara
Chácara Paranavaí, Lt 12 - Qd 02 - Gleba Piravevê;Ivinhema
Rua 900, 87, Sl 01;Itapema
Rua   Dulcimeire  Costa  Nº 80  Com. Marcos Freire Am 240 Km 13;Presidente Figueiredo
Rua Rio Jordão, 301;Conjunto Palmeiras
Rua Santo Antonio, 73, Sala 04;Tambaú
Rua Conselheiro Lafaiete, N° 68 Apt 602;Copacabana
Av. Coronel  Teixeira  Nº1320;Ponta Negra
R. São Vicente De Paula, 95 Cj 143;Santa Cecília
Av. Radialista Coêlho Alves, 02 - Sala 01;Tiradentes
Alameda Via Do Sol, N° 372;Granja dos Cavaleiros
Rua  Des. Gaspar De Guimaraes;Parque 10 de Novembro
Rua Bonifacio Portela, 5 Sala 204;Miguel Pereira
St Smpw Qd. 27 Conj. 02 Lote 05 Casa B;Setor de Mansões Park Way
Rua São Geraldo, Nº 505, Quadra 26;Olho D'Água
Rua Flora Souza, N°: 39;Vila Raquel
Av. Central, 10 - Sala.7 - Bairro: Bosque;CONJUNTO GUIOMARD SANTOS
Avenida Sete De Setembro, 2921;Araranguá
Av Enir Santos 230, Centro;Horizonte
R Francisco Ataide, 34;Parque Mandaqui
Av. 25 De Julho, 1863, Santa Clara;Forquilhinha
Rua General Francisco Glicério, 573 Sala 09;Centro
Saus Quadra 04 Bloco A Nº 30 Sala 726 - Parte Vi Ed. Victória Office Tower ;Asa Sul
Rua Lavras, 733 Sala 301 -                             ;São Pedro
Rua Luis Gois, 1343;Mirandópolis
Rua Doutor Carlos Henrique De Carvalho Nº 37;Luzia
Rua Mariana De Mattos, 529;Jardim Bongiovani
Rua Servidão Jatobá, 230, Ap 102;Ingleses do Rio Vermelho
Rua Sergipe, 401 - Sl 605;CONSOLAÇÃO
Rua Maria Candida 918 Sala 09;Vila Guilherme
Rua Coronel Pedro Demoro, 2222;Balneário
Rua Ipameri Qd.39 A Lt.22;Jardim Guanabara
Av. Alexandre Quinto, 13 Centro;Ibirapitanga
Sitio Espinho Sn;Cuitegi
Av Rio Bandeira, 212;Gravatá
R Guaimbe, N°: 419;Moóca
Rua Santa Inês, Nº 461 - Aviário;Aviário
Rua Capitão Hugo Bezerra, Nº 1131;Barroso
Smdb Conjunto 28-A Lote 6 Casa C;Setor de Mansões Dom Bosco
Rua Sapicua, Nº 629 ;Lagoa Redonda
Rua Das Safiras, Nº376 - Conj. Residencial Manauense Parte;Nossa Senhora das Graças
Maria Helena;Vila Helena
Rua Bernardo Guimarães 1209 Sala 506;Funcionários
Av Almirante Barroso Nº 63 Sala 1403 E 1404;Centro
João Mantovani, 40;Saúde
Av. Serraria, 1844 - Loja 4;Espírito Santo
R Jeronimo Monteiro, 27, Pavmto 2, Centro;Castelo
Rua Verônica Martins Nº 48 Sala 01 - Parte;Rio das Ostras
Rua Affife Mansur, 1122;Novo Mundo
R Poá-Cidade Jóia;Protásio Alves
R. Saldanha Da Gama, 206;Vila Planalto
R Padre João Manuel, N°: 823 - 6° Andar Cj 63 ;Cerqueira César
Avenida T-9  Q.521 Lote 7 Casa 102;Jardim América
Rua Nice Cordeiro N° 38 A;Fernando de Noronha
Rua 7 De Setembro, 23 - Centro;Santa Luzia
Q Scs Quadra 6 Bloco A Lote 110;Asa Sul
Rua Francisco Sales, Nº 1;Grilo
Rua José Hamilton De Oliveira, Nº 447 - Santa Luzia;Limoeiro do Norte
Rua Nelson De O. Mello Nº 201;Parque Santo Inácio
Qd 01 Mr 06 Casa 01;Setor Norte
Eufrasio Toledo, 87;Jardim Marupiara
Rua Dos Acapús, Quadra 80, Casa 24 - Renascença I;Jardim Renascença
Rua Juan Ganzo Fernandes, 230;Saco dos Limões
Rua Candido Mendes ;Glória
R 254 46 Qd: 23 Lt:06 Setor Coimbra;Setor Coimbra
Q Qe 40 Conjunto M Lote 20;Guará II
R Barao Do Triunfo 448 Sala 501;Menino Deus
Av.  Rio Branco, 1765 - Sala 201;Praia do Canto
Avenida Colares Moreira, 2;Jardim Renascença
Rua Ayrton Senna Da Silva, 500;Gleba Fazenda Palhano
"Trav. De Breves; Pass Da Luz N 38";Cidade Velha
R General Belford, 374 - Parte;Rocha
St Sbn Qd.02 Lote 12 Bloco  F  Sala 407;Asa Norte
Alameda Das Cajazeiras,236;Caminho das Árvores
Rua Do Ouvidor, N° 130 - Sala 614;Centro
Rua Duque De Caxias 955/Apt 0606 Bl A;Centro
Avenida 20 De Agosto Nº 2410;Setor Central
Rua São José Dos Pinhais, 124 ;Sítio Cercado
Rua Humberto De Campos, 144/Sl 504 Ct Médico Da Graça;Graça
Loteamento Alto Da Boa Vista, 13;Satuba
Avenida Ponta Porã, 704 - Qd 03 - Lt 08;Jardim Mato Grosso
Q. Shcn Cl Qd.113 Bloco C Sala 219;Asa Norte
Rua São José, Nº 536 Centro;Reriutaba
Rua Nossa Senhora Da Conceição, Nº 139 - Centro;Reriutaba
Avenida Conselheiro Aguiar N° 456 Sal 502;Boa Viagem
Rua Sao Lourenco, 239;Santa Lúcia
Avenida Enfermeira Noraci Pedrosa 497, Blo 02 Apt 202;Antares
Rua Sete, Sn - Praia Do Iguape;Aquiraz
Qd. 1012 Sul Alameda 09 Lt 11 Plano Diretor Sul;Plano Diretor Sul
Rua Ribeiro De Brito N 1111, Sl 101;Boa Viagem
Povoado Tibiri - Zona Rural;São Brás
Rua Alcenor Candeira Nº 180;Pindorama
Rua Parnamirim, 05;Ceará-Mirim
Av. São Rafael, 150 ;São Marcos
Estrada Açude Castro, 10 A - Zona Rural;Itapiúna
Rua Leandro Marins  20 Sala 606;Centro
Rua Professor Cosme Deodato Tadeu, 624;Lajeado
Rua Francisco Cardoso, N° 323;Boa Vista
Rua Inácio Vasconcelos, 330;Messejana
Rua Francisco Barreto 583;Bangu
Avenida Rui Barbosa 674;Torre
R. Mestre Gouveia Nº399;Fernando de Noronha
Av. Portugal Nº 997 Qd. J-15 Lt. 03 E 04 Setor Marista;Setor Marista
Rua Gustavo Beranger 79;Vila Nova
Rua Engenheiro Mário De Gusmão, Nº 141, Aptº 4;Ponta Verde
Rua Desembargador João Paes N ° 197 Loja  01;Boa Viagem
Rua Jose Paes De Abreu, Nº 706, Casa 01;Jardim Flamboyant
R. Senador Ponce, 1631;Jardim Monte Líbano
Q Qno 09 Conjunto H Lote 01 Loja 03;Ceilândia Norte
R. Des, Pedro Silva 2034 Bl 12 Sl 13;Coqueiros
Rua Jaci, 3019 - Loja 01;Vila Redentora
Rua Gentil Sandin, 380, Ap 105;Praia Comprida
Br 356 S/N;Cardoso Moreira
R Bei, N°: 83;Parque Boturussu
Avenida São João, 2375 - Sala 607/6° Andar;Jardim das Colinas
Av C-7 N:2891 Qd:78A Lt:26,27 E 28 Setor Sudoeste;Setor Sudoeste
R Abrao Lourenco De Carvalho S/N Qd:18 Lt:02 Sl 03 Setor Central;Setor Central
Pça Do Rosario,94;Itaberaba
Av. Doutor Ismael Alonso & Alonso, 2044 - Sala 06;São José
Rua Batista Cepelos, 87 - Conj. 21;Paraíso
Rua Dr. Ciro Palmerston Sn Qd. A Lt. 14 Apto 16 Parque Dos Palmares;Caldas Novas
Alameda Mamoré, 911 - Sala 1501;Alphaville Industrial
Rua Alceu Amoroso Lima, 314 - Sala 203;Caminho das Árvores
Av Getulio Vargas, 2125, Sl 01 E 02;Joaçaba
Rua Maria Jose Pereira, 175,Qd 12,Lt 37,Jd Cidade Nova, Itinga;Lauro de Freitas
Rua Silveira Lobo N ° 32 Cxpst 723;Poço da Panela
Av Tabajaras 1075 Sala A;Centro
Av. Miguel Rosa Nº 4290;Nossa Senhora das Graças
Rua Major Firmo Rodrigues, Quadra 14, N° 06;Coophamil
Av. Graça Aranha, N° 145 Grupo 307;Centro
Av. Conselheiro Rosa E Silva, 1460 Sl. 810;Jaqueira
R Santa Cruz 1116;Centro
Av. Irai, 79, Cj.131-B;Indianópolis
Avenida Engenheiro Antonio De Goes  N° 60  7° Andar  Sal 701 A 705;Pina
Av. Geremário Dantas, 740 Parte A;Pechincha
Rua Rivadavia Carnaúba, 91 Sala 04;Pinheiro
Rua Professor Cassilandro Barbuda Nº 714, Loja 04;Costa Azul
Avenida Tocantins Nº 295 Qd 65 Lt 43 Loja 299;Setor Central
Rua Nossa Senhora Da Conceição, Nº 32;Reriutaba
R Jose Gonçalves Da Mota Junior, N°: 139 - Conj 02 ;Marapé
Rua Fortunato, 291 Apto 316;Vila Buarque
Rua Barão Da Torre 230 Apto. 1004;Ipanema
Rua Vila Nova 183 1 Andar;Lama Preta
Pc Jose Ribeiro, 02;Grajaú
Rua Nossa Senhora Do Perpétuo Socorro N° 658;Jardim Jordão
R Felix Da Cunha 737 Sala 802;Floresta
Rua Joao Correia Costa, 83 A;Serraria
Rua Do Farol, Nº 09 - Residencial Farol Do Araçagy;Raposa
Rua Antonio De Castro 511 Sala 102;Cidade dos Funcionários
Rua Capitão Domingos Correa Da Rocha, 80 - Sl 901;Santa Lúcia
Rua Trifana 209 Ap 201 ;Serra
Rua Alcindo Dias De Oliveira,1855 - Aptº 304 Bl B;Capim Macio
Rua Heriberto Resende Gois,1129;Coroa do Meio
Rua Rio Grande Do Sul, 422 A Centro;Itaguajé
Rua Japurá;Praça 14 de Janeiro
Rua Poeta Lauro Menezes, 1422 - Centro;Tianguá
Rua Elvira Augusta 352;Boa Vista
Rua Barão Do Cerro Azul, 1221 Sala 03;Centro
Av. Estados Unidos,258 Edf Cidade De Aracaju Sl 809 Comércio;Comércio
Rua Farmacêutico Luiz Patrone, 65 - Sala 65 - Ed. San Diego - Centro;Tauá
Av. João Paulo Ii, 1762;Marco
Rodovia Pe 15    N° 5290;Cidade Tabajara
Rua Michel Jeha 142 Andar 1 ;São Bento
Rua Estela, 515 Bl E - Cj 31;Vila Mariana
Rua  Borges, Nº 264;Indaiá
Rua Camarezinho, 17 - Frente;Vila Nova Mazzei
Rua Araguaia;Freguesia (Jacarepaguá)
Rua Cristina 1213;Santo Antônio
Praça Da Bandeira, 132, Quadra 1A;Setor Central
R Alfredo Guedes , 1.387  ;Alto
Brasilio Itibere, 4029 ;Água Verde
Res Sqs 415 Bloco T Apº 303;Asa Sul
Rua Raul Drumond,279, Casa;Barra
Av Miguel Stefano, 1973 - Bl 01 - Sl 91;Saúde
Rua Vereador Osni Ortiga, 207;Lagoa da Conceição
Rua  Angola   Nº  43 Qd 23 - Lt43, Parque Das Nações;Flores
Rua Joao Quirino 22 Apto 204 Bloco B;Catolé
Rua Sabara  229 Bairro Praia ;Congonhas
Av. Brasil Quadra G, Nº 22;Olho D'Água
Edvaldo Bezerra Cavalcanti Pinho;Cabo Branco
Rua Joseli Silva Resende, 275;Teixeiras
Ladislau Neto, 324;Ipanema
Rua Taborari, 708 - Apt: 201;Brás de Pina
Av. Presidente Getúlio Vargas, 4482;Água Verde
R José De Alencar  1073 Conj 306;Menino Deus
St Sc/Sul Qd. 01 Bloco C Sala 812;Asa Sul
Av Leovigildo Dias Vieira, N°: 1740 - Apt 03 ;Ubatuba
Av. Tancredo Neves;Urucuia
Rua Pedras Preciosas 190;Iguaçu
R. Américo Brasiliense, 1923   6ºandar  Sala 608 E 609;Chácara Santo Antônio (Zona Sul)
Sds Bloco L Loja 35 Térreo;Asa Norte
Rua Virgínio Arcie, 98;Capivari
Jose  Jacinto Da Silva 28 Centro;Araçu
Avenida General Edgar Faco, 88 - Sl 05;Vila Arcádia
Av. Dos Imigrantes, 1550 - Sala 24;Jardim América
Rua Augusto Souza Coutinho,Nº 622 - 2º Andar;Álvaro Camargos
Rua Eng Paulo Moreira, 791 Ponto Parada;Simões Filho
Rua Boa Morte, 48;Centro
Rua Brás Cubas, 125;Vila Carvalho
Av.  Amapá, 160, Área Portuárea;Santana
Rua Antonio Prado, 01   ;Cidade da Esperança
Av Santo Albano, 728  Casa 07;Vila Vera
Rua Engenheiro Francisco Azevedo, 155;Vila Anglo Brasileira
Avenida Getulio Vargas 668, Andar S, Sala 4;Funcionários
Rua Irmãs Paulinas, 5161;Novo Mundo
Rua Antonio De Goes Maciel, 26 - Casa;Pederneiras
Av Basileia, 91 - A;Lauzane Paulista
Rua Thompson Flores, 12 A;Barroca
Rua Belo Horizonte, 90/Sl 13;Barra
R Ferreira De Araujo, N°: 186 - Conj 610;Pinheiros
Srv Fernando Luiz Botelho, 93;Ribeirão da Ilha
Rua Pedra Bonita 913;Barroca
Rua Miguel Dos Santos Silva, 33/Sl 102 Centro;Lauro de Freitas
Rua Henrique Bruggemann, 64 Apto 701;Centro
Av. Belo Horizonte, Nº1932;Liberdade
Av. Embaixador Abelardo Bueno 3500 Sala 1418;BARRA DA TIJUCA
Avenida João De Barros N° 434;Soledade
Rua Do Acre Nº 47 Sala 301;Centro
Rua Acre, 47 Grupo 301 A 304;Centro
Praça Da Matriz 196 Sala 06;Bom Despacho
Rua Lino Gomes Da Silva, 189;Centro
Rua Edgar Linhares, 653, Lote 202;Nova Esperança
Qd 15 Lote 12 ;Setor Industrial
Av.  Via  Lactea  Nº88 Quadra 05 Lote 88  Cond. Monte Libano;Adrianópolis
Rua Cyro Belli Muller, 33, Sl 05;Santa Mônica
Av. Marechal Deodoro, 717;Guanandi
Rua Idelfonso De Holanda Cavalcante, Nº;Centro
Av. Barão De Studart, 2360 Sala 1502;Joaquim Távora
St Crs Qd. 502 Bloco Cloja 37 Parte 227;Asa Sul
Rua Gomes Freire,228;Lapa
Avenida Beberibe N ° 167 1° Andar Sala  03;Encruzilhada
Rua Hugo Ziller 607;Jardim Santa Cecília
Rua Santa Luzia Nº 180 Sala 13 E 14;Centro
Rua Dr Raul De Souza Leite, N°: 62;Jardim São Sebastião
Av. Exp. Oswaldo De Almeida Ramos, 69 - Sala 01 - Centro;Vassouras
Rua Julio De Mesquita, 148 - Conj 305 Sala 04;Vila Matias
Av Maria De Jesus Condeixa, N°: 600 - Sala 924 ;Jardim Palma Travassos
"Av. Das Americas, N° 500 - Bloco 6; Sala 313 - Parte";Barra da Tijuca
Rua Raimundo Correa;Chácara Parreiral
Gov. Teotonio Ferreira De Araujo, 98  Sala 17;Centro
Rua Ewerton Visco, 290 Sala 920. Caminho Das Arvores;Caminho das Árvores
Av.Con.Aguiar, Nº4200 Lj 35;Boa Viagem
Q. Shcn Qd. 102 Bloco B Sala 111;Asa Norte
Rua Dr Bonifácio, Nº 105 - Centro;Baixio
Rua Raimundo Firmino De Oliveira, 46;Alto de São Manoel
Rua Wandenkolk, 445 Apt 11;Moóca
R Santa Maria 104 Pavimto 2, Sala 01;Floresta
Rua José Alexandre Buaiz, 160 Sl 1014/1016 Ed Lodono.Tower, ;Enseada do Suá
Rua Laurindo Schacker, 74;São Miguel do Oeste
Rua Templários, 520, Apt 81;Vila Formosa
Rua Claudio Coutinho;Jardim Limoeiro
Rua Tristão De Olveira 754;Gramado
Avenida Das Americas, 4200, Bloco 07-B, Salas 209, 210 E 211;Barra da Tijuca
Rua Sede Campestre,347;Dois Irmãos
Qd 08 Bloco 13 Ap 101;Sobradinho
Rua Serra Dourada, Qd 99, Lt 171, Lt 21;Santa Genoveva
Rua Manoel Joaquim De Souza, 222;Serrinha
Rua Ferroviario Manoel Gonçalves Filho, 268;Mangabeiras
Rua Aroldo De Azevedo, 10001;Clima Bom
Rua: Da Paz 51;Centro
Rua Prof Jose Horacio Meirelles Teixeira, 538 Bloco 1 Apt 42 A;Vila Suzana
Av Nossa Senhora Da Gloria, 2987;Cavaleiros
Rua 04, Casa 18;Morada do Ouro - Setor Centro Sul
Rua Conselheiro José Fernandes, N° 01 Sala 101 Parte A;Centro
Rua Para, 1500 Sala 501;Centro
Sga/Sul Qd. 915 Conj. H Parte Nº 01  1º Subsolo ;Asa Sul
Av. Valdete Carneiro, S/N;Serrinha
Rua Camafeu, 98;Praia de Santa Mônica
Rua Salvador Simoes,1089;Vila Dom Pedro I
Avenida C 197 Nro 1420 Casa 02 Sala 01;Jardim América
Rua Angelo Scaramuza, 59;Xaxim
Rua  Dona  Beja, Nº 213;Universitário
Rua Boa Vista Nº 63;São Benedito
Rua Alcebíades Da Cruz, 2880;Campo Largo da Roseira
R Presidente Prudente De Moraes, 1097, Sl 01;América
Rua General Liberato Bittencourt, 1914, Sla410A;Balneário
Rua Jose Rodrigues De Souza, 214;Irecê
Rua Abelardo Machado, 64, Elpidio Volpine;Valão
R Pinheirinho, N°: 97;Jardim Oriental
Rua C 104 Numero 38 Qd 229 Lt 2 Sala 3A;Jardim América
Av. Bandeirantes, Numero 970;Sion
Rua Rio Grande Nº 289 Qd. Area Lt. 21 Casa 2;Residencial Rio Jordão
Rua Agnelo De Brito, 259, Edf Ondina Empresarial;Federação
Rua Luiz Caroli, 273;Rio Maina
Rua Dragão Do Mar, S/N - Canoa Quebrada;Aracati
Rua Prefeito Antônio Cândido, 713, Letra A;Buritizeiro
Rua Alfredo Pioltine, 1013;Itobi
Rua Prof. Elpidio Barbosa, 128;Trindade
Av Dos Pinheirais, 684 - Sala 04;Neópolis
Rua Pedra Do Rio, 385;Piratininga (Venda Nova)
Av.Presidente Vargas,  2400/Lj 21;Ondina
Rua Trajano Alves De Aguiar, Nº241;Cidade dos Funcionários
Rua Vergilio Angelo Basso, 345 Área Industrial;Medianeira
Rua Bahia 280 - Centro;Virgem da Lapa
Rua Wanderlei Sales Barbosa, 513;Marilândia (Jatobá)
Rua Campos Sales 256 - Andar 4/Conj 41;Centro
Av. Venâncio Aires, Nº 140 - Sala 502;Cidade Baixa
Av. Ipiranga, 318 - Bloco B - Conj. 802 - 8º Andar;República
Av Nossa Senhora De Copacabana 103 Sala 204;Copacabana
Rua Arthur Costa, 180;Guanabara
Rua Tenente Leovegildo Pinheiro, 1100, Sl 27;Fazenda Santo Antônio
Alameda Doutor Muricy, 926;Centro
Av. Montevideu , 316;Boa Vista
St Shcn  Cl Comercio Local Qd 406 Bloco E Loja 60 Terreo Nº 70;Asa Norte
Rua Geraldo Agostinho Ramos Nº 127;Jardim Paulista
Q 106 Sul - Al 8 - S/N - Lt 33 ;Plano Diretor Sul
Rua Voluntario Da Patria, 249 Cobertura 01.;Botafogo
Rua Ivan Vilar Rabelo, 36;Araranguá
Rua Neves Da Fontoura, Nº95;Adrianópolis
Rua Do Marajá;Camboa
Av. Manoel Francisco Da Silva, 539 Centro;Mamborê
Rua Nova, Nº 07 - Res. Tupinamba Casa 02;Turu
R Das Margaridas, N°: 268;Jacupiranga
Rua Barretos, N°: 26;Vila Baeta Neves
Rua Argentina, 207;Mairiporã
Rua Engenheiro Agrônomo Jaime Mauro Knabben, 735;Balneário
Rua Vilela Filho, 138/403;Santa Helena
Av. Dr. Jesuíno Marcondes Machado, 1018;Nova Campinas
Av Alvaro Correia, 455 Apt 102 Bloco B;Varjota
Av. Dr. Theomario Pinto Da Costa, Nº 811 - Edif. Skye Platinum Office;Chapada
Vl Rio Crioulas, S/N, Fazenda Paraíso;Urubici
Rua Doutor Gilberto Studart, 55, Sl 118;Edson Queiroz
Av Campos Sales , 1463 ;Centro
Rua Antenor Navarro, 151;Centro
Rua Ciro Bilhar, 112, Centro;Horizonte
R Castro Alves ,250;Mairiporã
R Jose Ferreira Silva, 56;Castilho
Rua Desembargador Félix Cândido, Nº 490-A;Jóquei Clube
Av Princesa Isabel, 599/202 ;Centro
Rod Francisco Magno Vieira, 3247, Sl 207;Campeche
Travessa Francisco João De Souza, S/N;Serraria
R Raul De Carvalho, N°: 3669 - Sala : 02;Santos Dumont
Rua Professor Miguel Nunes Viana, N°55;Salgadinho
Rua Alfredo De Carvalho, 56 Sala 01;Espinheiro
Rua Senador Manoel Barata 872-B;Campina
Rua Irma Ambrosina, Nº 77 - Loja 5 Terreo;Eusébio
Av. Nego, 71 - Tambaú;Tambaú
R. Andre De Oliveira Costa;Santa Inês
Rua Santa Rosa 164 Apto 1603;Icaraí
Rua Lucrécio Dantas Avelino 168;Água Mineral
Av Luiz Boiteux Piazza, 5933, Cj 03;Cachoeira do Bom Jesus
Rua Jaroslau Maistrovicz, 152;Núcleo Habitacional Osmar G Freire
Qn 14F Conj.03 Casa 02;Riacho Fundo II
Rua Da Assunção, Nº 517 Sala 05 2;Centro
Rua Padre Pedro Passos 440;Jaboticatubas
Quadra  Cng 8 S/N Lote 07 Loja 01;Taguatinga Norte
Rua Hamilton Silva, 1360;Trem
Av João Da Escossia, 340 - Loja 11;Nova Betânia
Rua Paulo Freire Nº 400;Vila Carvalho
R Alabastro, N°: 452 ;Aclimação
Rua Dos Andes, 135 - Quintas;Nova Lima
Rua Francisco Sampaio, 551;Vila Sampaio Bueno
Rua Airton Sena, N° 00;Maracanã
Rua Raul Pompéia, N° 24 - Apt. 102;Copacabana
Rua São João, 181;Pinheiro
Av. Afonso Pena, 1206;Tirol
Rua Rene Camargo De Azambuja, 1159;Centro
Rua Antonio Soares Pais, N°: 122;Vila São Geraldo
Rua Direita Nº 79 Centro Historico;Pirenópolis
Av Daniel D'Latouche, Nº 04, Sala 11;Cohama
Rua Felisberto Soares N.54/303;Canela
R Domingos Sinico, N°: 57;Jardim Guaçu-Mirim II
Rua Doutor Amaury De Medeiros N ° 63 ;Boa Vista
Rua Padre João Manoel, 923 - 6º Andar Cj. 64, 5° Andar Conj 51 A 54.  ;Cerqueira César
Travessa Da Saudade 107 A ;Serro
Rua Domingos Ferreira, N° 219 Apt 1204;Copacabana
Rov. Br 101 Nº 236 Km 146 Cidade Nova;Estância
Estrada De Neópolis, 28 Quinta Travessa - Canutama;Benevides
Rua Coronel Cancio De Albuquerque, 652 - Viuva;Barão de Cocais
Av Das Hortencias, 1480;Gramado
Rua Jose Tedeo, 30, Sl 01;São Judas
Av. Dom Helder Camara, N° 5200 - Sala 628;Pilares
Rua Waldemar Vercosa Pitanga , N°563;Itapuã
Rua Vergueiro, 2676 Sobreloja;Vila Mariana
"R C 149 560 Qd:530 Lt;01 Sala 5A";Jardim América
Rua Cuiabá, 1668 - Sob3;Cajuru
Rua Des. Estanislau Cardoso, 389;Xaxim
Rua Anselmo Dias, 168;Içara
Rua Mourad,85;Vila Rio de Janeiro
Ladeira Do Olossa, Casa 3;Itapuã
Rua Santos Dumont N 451;Soteco
Rua Santa Maria, 104 - 2° Andar Salas 3 E 4;Floresta
Rua 13 Nº 64;Formoso do Araguaia
R. Frederico Simões, 153/Sl402 Emp. Orlando Gomes;Caminho das Árvores
Rua Genaro De Carvalho, 70;Núcleo Habitacional Buriti
Rodovia Rj 116 Km 207;Aperibé
Rua Salvador Di Bernardi, 720, Sl 101;Campinas
Rua Djalma Castor Da Rocha, 210/Sl 01;Simões Filho
Rua Manoel De Oliveira Ramos, 147, Ap 1404;Estreito
R Lothar Felipe Christ 375 Sala 02;Lajeado
Rua Euribio Rodrigues Da Fonseca, S/N° Lote 14;São Pedro da Aldeia
R Candido Amaro Damasio, 267;Jardim Cidade de Florianópolis
Sia Trecho 17, Rua 17  Lote   1400;Zona Industrial
Av. Chesf, Nº 009 Parque Dos Faróis;Nossa Senhora do Socorro
Rua Ana Lúcia Dias, 101;Lagoa Redonda
"Avenida Minas Geraisquadra B; Lote 17; Loja 15; Galeria Deck Jundiaí";Jundiaí
Rua Jaguarari , Nº 2235;Lagoa Nova
Rua Dr. Alberto Schweitzer, 56;Umuarama
Rua Duarte Pacheco   N ° 378;São Miguel
Rua Parque Dos Pinhais, S/N;Parque das Nações
Tv Campo Grande 138;Bucarein
Rua Joaquim Thomaz De Aquino Filho;São João da Barra
Rua Teresa Cristina, Nº 2266 - Sala 306;Benfica
R Piaui, N°: 247 - Apt 71;Higienópolis
Rua Dos Goytacazes,N ° 483 - Casa 16;Centro
Rua Pará 840 Sala 01;Santo Antônio
Tr. Joaqui Felix, Nº 395 - Centro;Russas
Rua Santa Quitéria, Nº261;Presidente Vargas
Rua Tupa, 48;Nova Cintra
Rua Padre Estevao Pernet, 160 - 15º Andar/Sala 1509;Vila Gomes Cardim
R Sinimbu  311  Sala 32;Centro
Rua Tereza De Azevedo, 300, Sala 05 - New Center;Pinheiro
Av. Das Americas,3500 Bloco 4 Sala 111;Barra da Tijuca
Av Dr. Mario Villas Boas Rodrigues, N°: 387 ;Jardim Dom Bosco
Av Das Universidades, 169;Cidade Universitária Pedra Branca
Rua Santo Antonio;Santo Antônio
Rua Ouro Preto, Nº 617 - L/12;Barro Preto
Q Shis Cl Qi 29 Bloco C Sala105 Parte B ;Setor de Habitações Individuais Sul
R Lopes Moreira, N°: 79;Tatuapé
Av: Nossa Senhora Da Penha, 1495, Sl 703 Tb Ed: Corporate Center;Santa Lúcia
Shc/Norte Cl 307 Bloco A Sala 03;Asa Norte
Rua Venceslau Brás/18 De Novembro, 355;Fabril
Praça Pereira Oliveira, 18, Sl 12;Centro
Rua Ribeiro Pessoa  N°142;Caxangá
Av. Comendador Franco, 5335;Uberaba
Sbn Quadra 2 - Bloco J - Sala 1106 - Edif. Engenheiro Paulo Maurício;Asa Norte
Av. Jose Monteiro De Figueiredo, 212, Ed. Goiabeiras Ex Center, Sl 702, Box 01;Duque de Caxias I
Rua Conselheiro Jose Fernandes,01  Sala 101;Centro
Rua Olimpiadas, 205 - 4° Andar;Vila Olímpia
Rua Corrego Das Flores, Nº 51;Mucuripe
Rua Queiroz Ribeiro, 1034 - 104, Bloco B;Montese
Q Qd. 110 Conj. 12 Nº 08 ;Samambaia Sul
Av. Pastor Martin Luther King Jr, N° 8579 Casa 11;Colégio
Passagem Boaventura Da Silva 911 Andar 2;Fátima
Rua Da Glória, 130, Sl 01;Glória
Rua Gumercindo Couto E Silva 813;Itapoã
Praça Augusto Ruschi, 4;Santa Teresa
Rua Marisa Nº 429 Sala 01;Jardim Palma Travassos
Estrada Morro Dos Pireneus Km 8,5;Pirenópolis
Av Do Turismo, Km 7 Galpão 18;Tarumã
R Xambica, 20;Vila Leopoldina
Rua Hedberto Dias Nº 129 Qd. 61 Lt 10 Goiá 2 Complemento;Goiá 2 Complemento
Rua Das Orquideas 1960 Qd:Cp-19 Lt:10 Sala 01 E 02;Residencial Celina Park
Est. Caetano Monteiro, N° 2196;Badu
Avenida Jeronimo Monteiro, Nº 1690-Box 22;Centro
St Cln Qd. 201 Bloco C Nº 50 Sala 207 1º Pavimento;Asa Norte
